Код;Основное средство;Код УКТ ЗЕД;Вид кода;Сумма;Описание УКТЗЕД;Рекомендуємий_УКТ_ЗЕД;Пояснення_ІІ
ЦБ-003334;Штангенциркуль МІКРОТЕХ ШЦ-І-150-0,05 ДР;9017          ;Товар;650,84;Інструменти креслярські, розмічальні або математичні розрахункові;9017 30 00 00;Код правильний 9017 30 00 00 - мікрометри, штангенциркулі та калібри
ЦБ-003335;Штангенциркуль МІКРОТЕХ ШЦ-І-250-0,05 ;9017          ;Товар;1 743,33;Інструменти креслярські, розмічальні або математичні розрахункові;9017 30 00 00;Код правильний 9017 30 00 00 - мікрометри, штангенциркулі та калібри
ЦБ-003384;Штангенциркуль МІКРОТЕХ ШЦЦ-І-150-0,01(калібрування ISO 17025);9017          ;Товар;1 119,17;Інструменти креслярські, розмічальні або математичні розрахункові;9017 30 00 00;Код правильний 9017 30 00 00 - мікрометри, штангенциркулі та калібри
ЦБ-003385;Штангенциркуль МІКРОТЕХ ШЦЦ-І-150-0,01(калібрування ISO 17025);9017          ;Товар;1 119,17;Інструменти креслярські, розмічальні або математичні розрахункові;9017 30 00 00;Код правильний 9017 30 00 00 - мікрометри, штангенциркулі та калібри
ЦБ-003386;Штангенциркуль МІКРОТЕХ ШЦЦ-І-150-0,01(калібрування ISO 17025);9017          ;Товар;1 119,16;Інструменти креслярські, розмічальні або математичні розрахункові;9017 30 00 00;Код правильний 9017 30 00 00 - мікрометри, штангенциркулі та калібри
ЦДУ-01349;Штанцформа (16083151) Шаблон монтажний 560*480;;;205,06;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01350;Штанцформа (16090532) Шаблон монтажний 550*475;;;198,83;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01351;Штанцформа 15051421 Вкладиш;;;156,57;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01352;Штанцформа 15051422 515*60*27;;;325,23;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01353;Штанцформа 15070323 615*60*27;;;363,50;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01354;Штанцформа 15070947 Вкладиш;;;134,20;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01355;Штанцформа 16071325 80*80;;;165,14;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01356;Штанцформа 16082619 140*140;;;181,64;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01357;Штанцформа 16082620 packing 55 75 75 100;;;210,47;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01358;Штанцформа 16082624 packing 55 75 75 132;;;210,47;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01359;Штанцформа 16082625 packing 55 75 100 132;;;218,72;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01360;Штанцформа 16082626 packing_add_grids;;;189,84;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01361;Штанцформа 16082627 packing_grid_644_left;;;276,38;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01362;Штанцформа 16082628 packing_grid_644_right;;;280,50;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01363;Штанцформа 16082629 packing_grids_640;;;445,36;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01364;Штанцформа 16082630 packing_grids_641;;;457,74;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01365;Штанцформа 16082631 packing_grids_643_part1;;;226,97;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01366;Штанцформа 16082632 packing_grids_643_part2;;;214,59;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01367;Штанцформа 16082633 packing_grid_646;;;358,83;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01368;Штанцформа 16082634 packing_grids_647;;;577,23;;8441 80 00 00;(ЦБ-003316)Штанцформа для пакування паперу/картону має код 8441 80 00 00
ЦДУ-01369;Штанцформа 1730701 R60.R910.NR.NR-Nv.NR-NG.KZ Margarita;;;101,70;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01370;Штанцформа 18061838 вироб 130*70;;;263,86;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01371;Штанцформа 18071814 616*343*149 кришко-дно;;;1 182,64;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01372;Штанцформа 18082203 Сітка алюмінієва;;;83,65;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01373;Штанцформа 18091427 сетка 264,5*232,5;;;94,60;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01374;Штанцформа 18100316 фільтр жировий 432*205;;;116,78;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01375;Штанцформа 18100317 фільтр жировий 532*205;;;128,75;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01376;Штанцформа 18101124 фільтр жировий 316*227;;;114,35;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01377;Штанцформа 18101125 фільтр жировий 316*277;;;108,21;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01378;Штанцформа 18101126 фільтр жировий 320*209;;;108,21;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01379;Штанцформа 18101127 фільтр жировий 320*259;;;114,35;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01380;Штанцформа 18101128 фільтр жировий 293*227;;;108,21;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01381;Штанцформа 18101129 фільтр жировий 293*227;;;114,35;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦДУ-01382;Штанцформа 18101130 фільтр жировий 135*295;;;132,78;;8441 80 00 00;(ЦБ-003316)Штанцформа для обробки паперу/картону має код 8441 80 00 00
ЦБ-003316;Штанцформа 20100138;8441          ;Товар;2 383,33;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003278;Штанцформа 21030413 KH50 209x320;8441          ;Товар;457,63;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003279;Штанцформа 21030414 KH50 205x415;8441          ;Товар;506,39;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003282;Штанцформа 21031731 TL 60;8441          ;Товар;518,47;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003280;Штанцформа 21031732 WH-50_227X316;8441          ;Товар;421,76;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003281;Штанцформа 21031732 WH-60_227X316;8441          ;Товар;445,87;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003308;Штанцформа 21040610TL50_205*432;8441          ;Товар;482,22;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003309;Штанцформа 21040611MH50_227*293;8441          ;Товар;434,96;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003310;Штанцформа 21040612MH60_277*293;8441          ;Товар;458,59;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003436;Штанцформа 22100407 фільтр180*245;8441          ;Товар;482,07;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003442;Штанцформа 22122108;8441          ;Товар;626,44;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦБ-003443;Штанцформа 22122109;8441          ;Товар;780,00;Обладнання для обробки паперу чи картону;8441 80 00 00;Код правильний 8441 80 00 00 - інше обладнання для обробки паперу/картону
ЦДУ-01383;Штатив з магнітною основою MІКРОТЕХ ШТ-ІІ-Н2;;;216,01;;9017 80 90 00;Штатив вимірювальний з магнітною основою має код 9017 80 90 00 - інші вимірювальні інструменти
ЦДУ-01384;Шуруповерт акум. Bosch GSR 140 LI;;;564,99;;8467 21 10 00;(ЦБ-003351)Шуруповерт акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01385;Шурупокрут акум. Bosch GSR 12 V BD;;;572,23;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01386;Шурупокрут акум. Bosch GSR 12 V BD;;;572,23;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01387;Шурупокрут акум. Bosch GSR 12 V BD;;;572,28;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01388;Шурупокрут акум. Bosch GSR 12 V BD;;;572,23;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01389;Шурупокрут акум. Bosch GSR 12 V BD;;;572,28;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01390;Шурупокрут акум. Bosch GSR 140 LI /1;;;564,99;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01391;Шурупокрут акум. Bosch GSR 140 LI/2;;;564,99;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01392;Шурупокрут акум. Bosch GSR 140 LI/3;;;564,99;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01393;Шурупокрут акум. Bosch GSR 140 LI/4;;;564,99;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01394;Шурупокрут акум. Bosch PSR 1440 LI-2;;;527,75;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01395;Шурупокрут акум. Bosch PSR 1440 LI-2;;;527,75;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01396;Шурупокрут акум. Bosch PSR 1440 LI-2;;;527,75;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01397;Шурупокрут акум. Bosch PSR 1440 LI-2;;;527,75;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01398;Шурупокрут акум. Bosch PSR 1440 LI-2;;;527,75;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01399;Шурупокрут акум. Bosch PSR 1440 LI-2;;;527,75;;8467 21 10 00;(ЦБ-003351)Шурупокрут акумуляторний Bosch має код 8467 21 10 00
ЦДУ-01400;Щит ввідно-розподільний;;;2 398,96;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01401;Щит ввідно-розподільний;;;2 932,53;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01402;Щит ВРП(нестанд.) ІР54;;;2 016,67;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01403;Щит ЩО-06-1114 (6,12)_;;;14 901,58;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01404;Щит ЩО-06-1114 (6,12)_;;;14 901,58;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01405;Щит ЩО-06-1119 (7)_;;;5 265,57;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01406;Щит ЩО-06-1314 (9)_;;;2 862,07;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01407;Щит ЩО-06-1423 (10)_;;;6 475,57;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01408;Щит ЩО-06-1423 (11)_;;;6 423,32;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01409;Щит ЩО-06-1423 (13)_;;;6 615,82;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01410;Щит ЩО-06-1423 (5)_;;;8 664,57;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01411;Щит ЩО-06-1423 (8)_;;;5 531,63;;8537 10 98 90;Щит електричний розподільний для напруги до 1000V має код 8537 10 98 90
ЦДУ-01412;Электронный контроллер с мегаомметром;;;2 770,23;;9030 33 20 00;Електронний контролер з мегаомметром має код 9030 33 20 00 - прилади для вимірювання опору
ЦДУ-01413;Ящик електроуправління Я5112-2477-54УЗ с комплектую;;;531,67;;8537 10 98 90;Ящик електроуправління має код 8537 10 98 90 - інші щити розподільні до 1000V
ЦДУ-01414;Ящик електроуправління Я5128-2474-54УЗ.1 с комплект №1;;;1 001,46;;8537 10 98 90;Ящик електроуправління має код 8537 10 98 90 - інші щити розподільні до 1000V
ЦДУ-01415;Ящик електроуправління Я5128-2474-54УЗ.1 с комплект №2;;;1 001,46;;8537 10 98 90;Ящик електроуправління має код 8537 10 98 90 - інші щити розподільні до 1000V
ЦДУ-01416;Ящик електроуправління Я5128-2474-54УЗ.1 с комплект №3;;;1 001,46;;8537 10 98 90;Ящик електроуправління має код 8537 10 98 90 - інші щити розподільні до 1000V
ЦДУ-01417;Ящик електроуправління Я5128-2474-54УЗ.1 с комплект №4;;;1 001,46;;8537 10 98 90;Ящик електроуправління має код 8537 10 98 90 - інші щити розподільні до 1000V
