Код;Основное средство;Код УКТ ЗЕД;Вид кода;Сумма;Описание УКТЗЕД;Рекомендуємий_УКТ_ЗЕД;Пояснення_ІІ
ЦДУ-01069;Система зворотного осмосу очистки питної води RO288W-220-EZ;;;3 379,66;;8421 21 00 00;Система зворотного осмосу для очищення води - апаратура для фільтрування або очищення води
ЦДУ-01070;Система пожежної сигналізації;;;148 677,09;;8531 10 95 00;Система пожежної сигналізації - апаратура електрична сигналізаційна пожежна
ЦДУ-01071;Система теплозабезпечення;;;4 868,76;;8403 10 00 00;Система теплозабезпечення (опалення) - котли для центрального опалення
ЦДУ-01072;Системний блок Dell Optiplex GX780/380/980;;;0,01;;8471 41 00 00;Системний блок комп'ютера Dell - машини обчислювальні настільні в одному корпусі
ЦДУ-01073;Системний блок Dell Optiplex GX780/380/980;;;0,01;;8471 41 00 00;(ЦДУ-01072)Системний блок Dell має код 8471 41 00 00 - комп'ютери настільні
ЦДУ-01074;Системний Блок НР;;;812,65;;8471 41 00 00;Системний блок HP - машини обчислювальні настільні в одному корпусі
ЦДУ-01075;Сканер QUICKSCAN LITE QW2100, USB Kit чорний;;;0,01;;8471 90 00 00;Сканер штрих-кодів - пристрої введення або виведення даних для машин обчислювальних
ЦДУ-01076;Сканер штрих кода;;;430,24;;8471 90 00 00;(ЦДУ-01077)Сканер штрих-кодів має код 8471 90 00 00 - пристрої введення даних
ЦДУ-01077;Сканер штрихкоду LS2208 кат. №SR200007R-UR в комплекті із стендом, кабелем;;;274,86;;8471 90 00 00;Сканер штрих-кодів Symbol LS2208 - пристрої введення або виведення даних для машин обчислювальних
ЦДУ-01078;Сканер штрихкоду LS2208 кат. №SR200007R-UR в комплекті із стендом, кабелем(2);;;274,86;;8471 90 00 00;(ЦДУ-01077)Сканер LS2208 має код 8471 90 00 00 - пристрої введення даних
ЦДУ-01079;Сканер штрихкоду LS2208 кат. №SR200007R-UR в комплекті із стендом, кабелем(3);;;274,82;;8471 90 00 00;(ЦДУ-01077)Сканер LS2208 має код 8471 90 00 00 - пристрої введення даних
ЦДУ-01080;Сканер штрих-коду Motorola Symbol LS2208(LS2208-SR20007R-UR;;;355,13;;8471 90 00 00;(ЦДУ-01077)Сканер Symbol LS2208 має код 8471 90 00 00 - пристрої введення даних
ЦДУ-01081;Сканер штрихкоду Symbol LS2208 USB Б/В;;;170,77;;8471 90 00 00;(ЦДУ-01077)Сканер Symbol LS2208 має код 8471 90 00 00 - пристрої введення даних
ЦДУ-01082;Сканер штрихкоду Symbol LS2208 USB Б/В;;;418,18;;8471 90 00 00;(ЦДУ-01077)Сканер Symbol LS2208 має код 8471 90 00 00 - пристрої введення даних
ЦДУ-01083;Споттер для контактно-точечной сварки SPOT9000 380V;;;6 595,20;;8515 29 00 00;ВИПРАВЛЕНО: Споттер для контактного точкового зварювання - машини для контактного зварювання металів інші
ЦДУ-01084;Стабілізатор напруги SERVO 20кВА 380V;;;0,01;;9032 89 00 00;(ЦБ-003131)Стабілізатор напруги має код 9032 89 00 00 - автоматичні регулятори напруги електричні
ЦБ-003131;Стабілізатор напруги SVEN VB-A2000;9032890000    ;Импортированный товар;816,67;;9032 89 00 00;Код правильний - регулятори напруги автоматичні електричні
ЦДУ-01085;Стабілізатор напруги Елекс Ампер У 12-3/25v2.0;;;17 487,50;;9032 89 00 00;Стабілізатор напруги трифазний - автоматичні регулятори електричної напруги
ЦДУ-01086;Стабілізатор напруги СНИЗ-20 кВА трьохфазний ІЕК;;;5 181,49;;9032 89 00 00;Стабілізатор напруги трифазний 20 кВА - автоматичні регулятори електричної напруги
ЦДУ-01087;Станок д/камня/керам 1,1Квт, Д250х25,4 мм;;;1 798,69;;8464 10 00 00;Станок для різання каменю та кераміки (плиткорізний) - верстати для обробки каменю або кераміки
ЦДУ-01088;Станок плоскошліфувальний ЗЛ 722;;;0,01;;8460 29 90 00;ВИПРАВЛЕНО: Верстат плоскошліфувальний - верстати шліфувальні для обробки металу без ЧПУ інші
ЦДУ-01089;Стелаж;;;145,57;;9403 20 00 00;Стелаж металевий - меблі металеві для зберігання
ЦДУ-01090;Стелаж (секція 12-19);;;23 447,02;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01091;Стелаж (секція 1-4);;;12 351,53;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01092;Стелаж (секція 24-28);;;14 776,22;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01093;Стелаж (секція 29-31);;;8 441,49;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01094;Стелаж (секція 32-35);;;11 996,66;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01095;Стелаж (секція 36-40);;;14 929,31;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01096;Стелаж (секція 41-44);;;11 489,93;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01097;Стелаж (секція 45-47);;;8 415,74;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01098;Стелаж (секція 48-51);;;14 057,44;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01099;Стелаж (секція 52-54);;;9 612,31;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
ЦДУ-01100;Стелаж (секція 55);;;5 023,06;;9403 20 00 00;(ЦДУ-01064)Секції стелажу має код 9403 20 00 00 - меблі металеві
