Код;Основное средство;Код УКТ ЗЕД;Вид кода;Сумма;Описание УКТЗЕД;Рекомендуємий_УКТ_ЗЕД;Пояснення_ІІ
ЦДУ-01200;Термопластавтомат 150Т EuroOmega L-120;;;0,01;;8477 10 00 00;(ЦДУ-01200)Машини інжекційно-ливарні - 8477 10 00 00
ЦДУ-01201;Термопластавтомат 240Т;;;194 283,04;;8477 10 00 00;(ЦДУ-01201)Машини інжекційно-ливарні - 8477 10 00 00
ЦДУ-01202;Термопластавтомат 360Т;;;251 377,56;;8477 10 00 00;(ЦДУ-01202)Машини інжекційно-ливарні - 8477 10 00 00
ЦДУ-01203;Термопластавтомат 80Т EuroOmega L-88;;;0,01;;8477 10 00 00;(ЦДУ-01203)Машини інжекційно-ливарні - 8477 10 00 00
ЦБ-001714;Термопот MYSTERY MTP-2442;8516 71 00 00 ;Импортированный товар;758,33;Кавоварки та чайники електричні;8516 71 00 00;(ЦБ-001714)Код правильний - електрочайники
ЦБ-001707;Термопот MYSTERY MTP-2442 -1;8516 71 00 00 ;Импортированный товар;758,33;Кавоварки та чайники електричні;8516 71 00 00;(ЦБ-001707)Код правильний - електрочайники
ЦБ-001708;Термопот ROTEX RTP350-U - 2;8516 79 70 00 ;Импортированный товар;466,67;Електротермічні прилади побутові, інші;8516 79 70 00;(ЦБ-001708)Код правильний - електротермічні прилади
ЦДУ-01204;Термотрансферний принтер етикеток ZEBRA TLP 3844-Z канбани;;;677,93;;8443 32 10 00;(ЦДУ-01204)Принтери - 8443 32 10 00
ЦДУ-01205;Термотунель ТТ-15-ПАП;;;0,01;;8419 89 98 00;(ЦДУ-01205)Обладнання термообробки інше - 8419 89 98 00
ЦДУ-01206;Термотунель УМТ Мегапак;;;3 087,84;;8419 89 98 00;(ЦДУ-01206)Обладнання термообробки інше - 8419 89 98 00
ЦДУ-01207;Термофен Metabo HE 23-650 Control;;;398,20;;8516 79 70 00;(ЦДУ-01207)Електротермічні прилади побутові - 8516 79 70 00
ЦДУ-01208;Тестовий стіл лінії для збирання газових поверхностей;;;0,01;;9031 80 00 00;(ЦДУ-01208)Прилади вимірювання та контролю - 9031 80 00 00
ЦДУ-01209;Тестовое обаднання для лінії збирання;;;0,01;;9031 80 00 00;(ЦДУ-01209)Прилади вимірювання та контролю - 9031 80 00 00
ЦДУ-01210;Тестовое обаднання для лінії збирання;;;0,01;;9031 80 00 00;(ЦДУ-01210)Прилади вимірювання та контролю - 9031 80 00 00
ЦДУ-01211;Тонер-картридж Xerox (106R01277) WC 5016/5020;;;279,99;;8443 99 90 00;(ЦДУ-01211)Частини друкувальних машин інші - 8443 99 90 00
ЦДУ-01212;Тонер-картридж Xerox (106R01277) WC 5016/5020(3);;;295,03;;8443 99 90 00;(ЦДУ-01212)Частини друкувальних машин інші - 8443 99 90 00
ЦДУ-01213;Точильно-шліфувальний верстат моделі 3К632, б/в інв.№ 898;;;2 291,67;;8460 29 00 00;(ЦДУ-01213)Верстати шліфувальні - 8460 29 00 00
ЦДУ-01214;"Точка доступу (зовнішня) MikroTik RBwAP2nD ""wAP (White)""";;;380,51;;8517 62 00 00;(ЦДУ-01214)Апаратура передачі/прийому даних - 8517 62 00 00
ЦДУ-01215;"Точка доступу (зовнішня) MikroTik RBwAP2nD ""wAP (White)""";;;380,51;;8517 62 00 00;(ЦДУ-01215)Апаратура передачі/прийому даних - 8517 62 00 00
ЦДУ-01216;Транспортер стрічковий 16000 мм х 1300 мм (1);;;58 259,01;;8428 33 00 00;(ЦДУ-01216)Конвеєри стрічкові безперервної дії - 8428 33 00 00
ЦДУ-01217;Транспортер стрічковий 16000 мм х 1300 мм (2);;;58 259,01;;8428 33 00 00;(ЦДУ-01217)Конвеєри стрічкові безперервної дії - 8428 33 00 00
ЦДУ-01218;Транспортер стрічковий 16000 мм х 1300 мм (3);;;58 259,00;;8428 33 00 00;(ЦДУ-01218)Конвеєри стрічкові безперервної дії - 8428 33 00 00
ЦДУ-01219;Транспортер стрічковий 16000 мм х 1300 мм (4);;;447 273,38;;8428 33 00 00;(ЦДУ-01219)Конвеєри стрічкові безперервної дії - 8428 33 00 00
ЦДУ-01220;Транспортер стрічковий 6000 мм;;;28 291,75;;8428 33 00 00;(ЦДУ-01220)Конвеєри стрічкові безперервної дії - 8428 33 00 00
ЦДУ-01221;Транспортна каретка №1;;;861,67;;8431 39 00 00;(ЦДУ-01221)Частини підйомно-транспортного обладнання - 8431 39 00 00
ЦДУ-01222;Транспортна каретка №1;;;869,69;;8431 39 00 00;(ЦДУ-01222)Частини підйомно-транспортного обладнання - 8431 39 00 00
ЦДУ-01223;Транспортна каретка №2;;;861,67;;8431 39 00 00;(ЦДУ-01223)Частини підйомно-транспортного обладнання - 8431 39 00 00
ЦДУ-01224;Транспортна каретка №2;;;869,69;;8431 39 00 00;(ЦДУ-01224)Частини підйомно-транспортного обладнання - 8431 39 00 00
ЦДУ-01225;Транспортна каретка №3;;;869,69;;8431 39 00 00;(ЦДУ-01225)Частини підйомно-транспортного обладнання - 8431 39 00 00
ЦДУ-01226;Транспортна каретка №4;;;869,69;;8431 39 00 00;(ЦДУ-01226)Частини підйомно-транспортного обладнання - 8431 39 00 00
ЦДУ-01227;Трансформатор зварювальний СТШ-252 (220В/380 В) СГД;;;0,01;;8504 34 00 00;(ЦДУ-01227)Трансформатори >500 кВА - 8504 34 00 00
ЦДУ-01228;Трансформатор НТМІ-10;;;2 811,65;;8504 34 00 00;(ЦДУ-01228)Трансформатори >500 кВА - 8504 34 00 00
ЦДУ-01229;Трансформатор СТШ-252/220+380В/пер/пост;;;3 465,00;;8504 34 00 00;(ЦДУ-01229)Трансформатори >500 кВА - 8504 34 00 00
ЦДУ-01230;Трансформатор СТШ-256 250В/220+380В/;;;2 543,75;;8504 34 00 00;(ЦДУ-01230)Трансформатори >500 кВА - 8504 34 00 00
ЦДУ-01231;Трансформатор СТШ-401 СГД;;;4 647,51;;8504 34 00 00;(ЦДУ-01231)Трансформатори >500 кВА - 8504 34 00 00
ЦДУ-01232;Трансформатор ТМ - 1000/10/0,4_;;;50 416,73;;8504 22 10 00;(ЦДУ-01232)Трансформатори 650-1600 кВА - 8504 22 10 00
ЦДУ-01233;Трансформатор ТМ - 1000/10/0,4_;;;50 416,73;;8504 22 10 00;(ЦДУ-01233)Трансформатори 650-1600 кВА - 8504 22 10 00
ЦДУ-01234;Трансформатор ТМ 160;;;1 177,92;;8504 33 00 90;(ЦДУ-01234)Трансформатори 16-500 кВА інші - 8504 33 00 90
ЦДУ-01235;Трансформатор ТОЛ-10 100/5 кл. т.0,5s;;;0,01;;8504 31 80 00;(ЦДУ-01235)Трансформатори до 1 кВА інші - 8504 31 80 00
ЦДУ-01236;Трансформатор ТОЛ-10 100/5 кл. т.0,5s;;;0,01;;8504 31 80 00;(ЦДУ-01236)Трансформатори до 1 кВА інші - 8504 31 80 00
ЦДУ-01237;Трансформатор ТС31-4,0 (380/36В);;;999,17;;8504 32 00 90;(ЦДУ-01237)Трансформатори 1-16 кВА інші - 8504 32 00 90
ЦДУ-01238;Триборозпилювач русний до УРН-2;;;9 777,78;;8424 20 00 00;(ЦДУ-01238)Розпилювачі - 8424 20 00 00
ЦДУ-01239;Тумба індивідуальна (дуб родосс світлий);;;689,15;;9403 30 00 00;(ЦДУ-01239)Меблі дерев'яні для офісів - 9403 30 00 00
ЦДУ-01240;"Тумба офісна ""ОН-37/3 стандарт (венге)";;;205,36;;9403 30 00 00;(ЦДУ-01240)Меблі дерев'яні для офісів - 9403 30 00 00
ЦБ-003085;"Тумба офісна ""ОН-37/3 стандарт (венге) 1";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003085)Меблі офісні - 9403 30 00 00
ЦБ-003093;"Тумба офісна ""ОН-37/3 стандарт (венге) 10";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003093)Меблі офісні - 9403 30 00 00
ЦБ-003094;"Тумба офісна ""ОН-37/3 стандарт (венге) 11";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003094)Меблі офісні - 9403 30 00 00
ЦБ-003095;"Тумба офісна ""ОН-37/3 стандарт (венге) 12";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003095)Меблі офісні - 9403 30 00 00
ЦБ-003096;"Тумба офісна ""ОН-37/3 стандарт (венге) 13";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003096)Меблі офісні - 9403 30 00 00
ЦБ-003097;"Тумба офісна ""ОН-37/3 стандарт (венге) 14";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003097)Меблі офісні - 9403 30 00 00
ЦБ-003098;"Тумба офісна ""ОН-37/3 стандарт (венге) 15";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003098)Меблі офісні - 9403 30 00 00
ЦБ-003099;"Тумба офісна ""ОН-37/3 стандарт (венге) 16";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003099)Меблі офісні - 9403 30 00 00
ЦБ-003100;"Тумба офісна ""ОН-37/3 стандарт (венге) 17";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003100)Меблі офісні - 9403 30 00 00
ЦБ-003101;"Тумба офісна ""ОН-37/3 стандарт (венге) 18";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003101)Меблі офісні - 9403 30 00 00
ЦБ-003102;"Тумба офісна ""ОН-37/3 стандарт (венге) 19";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003102)Меблі офісні - 9403 30 00 00
ЦБ-003086;"Тумба офісна ""ОН-37/3 стандарт (венге) 2";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003086)Меблі офісні - 9403 30 00 00
ЦБ-003103;"Тумба офісна ""ОН-37/3 стандарт (венге) 20";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003103)Меблі офісні - 9403 30 00 00
ЦБ-003104;"Тумба офісна ""ОН-37/3 стандарт (венге) 21";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003104)Меблі офісні - 9403 30 00 00
ЦБ-003105;"Тумба офісна ""ОН-37/3 стандарт (венге) 22";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003105)Меблі офісні - 9403 30 00 00
ЦБ-003087;"Тумба офісна ""ОН-37/3 стандарт (венге) 3";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003087)Меблі офісні - 9403 30 00 00
ЦБ-003106;"Тумба офісна ""ОН-37/3 стандарт (венге) 4";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003106)Меблі офісні - 9403 30 00 00
ЦБ-003088;"Тумба офісна ""ОН-37/3 стандарт (венге) 5";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003088)Меблі офісні - 9403 30 00 00
ЦБ-003089;"Тумба офісна ""ОН-37/3 стандарт (венге) 6";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003089)Меблі офісні - 9403 30 00 00
ЦБ-003090;"Тумба офісна ""ОН-37/3 стандарт (венге) 7";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003090)Меблі офісні - 9403 30 00 00
ЦБ-003091;"Тумба офісна ""ОН-37/3 стандарт (венге) 8";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003091)Меблі офісні - 9403 30 00 00
ЦБ-003092;"Тумба офісна ""ОН-37/3 стандарт (венге) 9";9403          ;Товар;632,00;Меблі інші та їх частини;9403 30 00 00;(ЦБ-003092)Меблі офісні - 9403 30 00 00
ЦДУ-01241;Тура пересувна ВМ8 8,5х2х0,75;;;3 900,42;;7308 40 00 00;(ЦДУ-01241)Риштування з чорних металів - 7308 40 00 00
ЦДУ-01242;Тягач електричний Jungheinrich EZS570 с. н. 91554523, бувший у використанні 2011 року випуску;;;30 821,56;;8709 19 00 00;(ЦДУ-01242)Електричні транспортні засоби складів - 8709 19 00 00
ЦДУ-01243;Углова шліфмашина Bosch GWS 9-125 S;;;349,43;;8467 29 51 00;(ЦДУ-01243)Кутошліфувальні машини електричні - 8467 29 51 00
ЦДУ-01244;Углова шліфмашина Bosch GWS 9-125 S;;;349,43;;8467 29 51 00;(ЦДУ-01244)Кутошліфувальні машини електричні - 8467 29 51 00
ЦДУ-01245;Ультразвукова зварювальна машина для пластику;;;17 917,19;;8515 80 91 00;(ЦДУ-01245)Машини для зварювання ультразвуком - 8515 80 91 00
ЦДУ-01246;Универсальний фрезерний станок М-3S;;;0,01;;8459 61 00 00;(ЦДУ-01246)Верстати фрезерувальні - 8459 61 00 00
ЦБ-003429;Універсальна мийка Karcher K 2 Full Control (1.673-400.0);8424300890    ;Импортированный товар;2 682,75;;8424 30 08 90;(ЦБ-003429)Очисна апаратура струменева інша - 8424 30 08 90
ЦДУ-01247;Установка для нагрівання пресс-форм Water Heater SMT- №2;;;0,01;;8419 50 80 00;(ЦДУ-01247)Теплообмінні установки інші - 8419 50 80 00
ЦДУ-01248;Установка для нагрівання прес-форм Water Heater SMT- №1;;;0,01;;8419 50 80 00;(ЦДУ-01248)Теплообмінні установки інші - 8419 50 80 00
ЦДУ-01249;Установка для охолодження прес-форм Water Chilter S №1;;;0,01;;8418 69 00 99;(ЦДУ-01249)Холодильне обладнання інше - 8418 69 00 99
ЦДУ-01250;Установка для охолодження прес-форм Water Chilter S №2;;;0,01;;8418 69 00 99;(ЦДУ-01250)Холодильне обладнання інше - 8418 69 00 99
