Код;Основное средство;Код УКТ ЗЕД;Вид кода;Сумма;Описание УКТЗЕД;Рекомендуємий_УКТ_ЗЕД;Пояснення_ІІ
ЦДУ-00199;Бензопила ціпна Partner 842;;;1 210,00;;8467 81 00 00;Аналогія: (ЦДУ-00197)Бензопила EFCO має код 8467 81 00 00 - бензопили ланцюгові
ЦДУ-00200;Бетонозмішувач 400л;;;1 140,77;;8474 31 00 00;Класифікація: Бетонозмішувач будівельний - код 8474 31 00 00 бетонозмішувачі та розчинозмішувачі
ЦДУ-00201;Бетонозмішувач СМ-125;;;920,24;;8474 31 00 00;Аналогія: (ЦДУ-00200)Бетонозмішувач має код 8474 31 00 00 - бетонозмішувачі будівельні
ЦДУ-00202;Бетонолом БК-3;;;2 160,78;;8467 19 00 00;Класифікація: Бетонолом пневматичний - код 8467 19 00 00 інструменти пневматичні ротаційні
ЦДУ-00203;Бігувально-висікальна машина ML 750;;;0,01;;8441 10 00 00;Класифікація: Машина бігувально-висікальна для паперу - код 8441 10 00 00 машини для різання паперу
ЦДУ-00204;Біотуалет;;;1 544,22;;3922 10 00 00;Класифікація: Біотуалет пластмасовий переносний - код 3922 10 00 00 ванни для купання та душові кабіни
ЦДУ-00205;Блок живлення ADAPTER EXT AC 120W;;;419,19;;8504 40 88 00;Класифікація: Адаптер зовнішній блок живлення - код 8504 40 88 00 перетворювачі електричні статичні
ЦДУ-00206;Блок живлення ADAPTER EXT AC 120W;;;419,24;;8504 40 88 00;Точний збіг: (ЦДУ-00205)Блок живлення ADAPTER має код 8504 40 88 00 - ідентичний блок живлення
ЦДУ-00207;Блок живлення Aerocool VX-500 500W;;;170,36;;8504 40 88 00;Аналогія: (ЦДУ-00205)Блок живлення ADAPTER має код 8504 40 88 00 - блоки живлення для комп'ютерів
ЦДУ-00208;Блок живлення Aerocool VX-500 500W;;;170,32;;8504 40 88 00;Точний збіг: (ЦДУ-00207)Блок живлення Aerocool має код 8504 40 88 00 - ідентичний блок живлення
ЦДУ-00209;Блок живлення ATX 450 W, короб очний, APFC, 14 см вент, 80+;;;155,15;;8504 40 88 00;Аналогія: (ЦДУ-00205)Блок живлення ADAPTER має код 8504 40 88 00 - блоки живлення ATX
ЦДУ-00210;Блок живлення ATX 450 W, короб очний, APFC, 14 см вент, 80+;;;155,10;;8504 40 88 00;Точний збіг: (ЦДУ-00209)Блок живлення ATX має код 8504 40 88 00 - ідентичний блок живлення
ЦДУ-00211;Блок форма;;;0,01;;8480 71 00 00;Класифікація: Блок форма для лиття пластмас - код 8480 71 00 00 форми для лиття пластмас
ЦДУ-00212;Бороздоділ Sparky Professional FK 3014;;;1 088,13;;8467 29 85 00;Класифікація: Бороздоділ електричний професійний - код 8467 29 85 00 інструменти електричні з електродвигуном
ЦДУ-00213;Будівля , Цех №5, Склад №1 (Ж);;;4 864 925,45;;9406 90 38 00;Виправлено: Будівля виробнича цех - код 9406 90 38 00 конструкції збірні інші (код 9406 90 00 90 не існує)
ЦДУ-00214;Будівля водонапірної станції (Л);;;2 495,86;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі виробничі
ЦДУ-00215;Будівля охорони (И);;;3 961,92;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі допоміжні
ЦДУ-00216;Будівля, Котельня (З);;;116 513,19;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі технічні
ЦДУ-00217;Будівля, Насосна станція перекачки (Н);;;2 537,60;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі технічні
ЦДУ-00218;Будівля, Склад (М);;;4 449,22;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі складські
ЦДУ-00219;Будівля, Склад (П);;;907,50;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі складські
ЦДУ-00220;Будівля, Склад №2 (Д);;;3 081,51;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі складські
ЦДУ-00221;Будівля, Склад №3 (Е);;;487 270,88;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі складські
ЦДУ-00222;Будівля, Цех №1 (А);;;963 425,95;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі виробничі
ЦДУ-00223;Будівля, Цех №3 (В);;;19 433,07;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі виробничі
ЦДУ-00224;Будівля, Цех №4 (Є);;;740 550,78;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі виробничі
ЦДУ-00225;Будівля, Цех №6 (Г);;;440 963,85;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі виробничі
ЦДУ-00226;Буділя, Склад (О);;;3 298,36;;9406 90 38 00;Аналогія: (ЦДУ-00213)Будівля Цех має код 9406 90 38 00 - будівлі складські
ЦДУ-00227;БФП HP LaserJet Pro M426dw with Wi-Fi;;;2 037,80;;8443 32 10 00;Аналогія: (ЦДУ-00183)HP LJ Pro M426fdn має код 8443 32 10 00 - багатофункціональні принтери HP
ЦДУ-00228;БФП А3 ч/б XEROX WC 5016;;;4 262,51;;8443 32 10 00;Аналогія: (ЦДУ-00183)HP LJ Pro M426fdn має код 8443 32 10 00 - багатофункціональні принтери лазерні
ЦДУ-00229;Ваги DB-60Н;;;1 283,34;;8423 81 29 00;Виправлено: Ваги електронні торгові - код 8423 81 29 00 ваги до 30 кг інші (код 8423 81 50 00 не існує)
ЦДУ-00230;Ваги SW-2;;;6 034,74;;8423 81 80 00;Виправлено: Ваги електронні промислові - код 8423 81 80 00 ваги електронні інші (код 8423 81 90 00 не існує)
ЦДУ-00231;Ваги електронны ВН-150-1Д-А (ЖК) (400х540);;;1 057,06;;8423 81 80 00;Аналогія: (ЦДУ-00230)Ваги SW-2 має код 8423 81 80 00 - ваги електронні платформні
ЦДУ-00232;Ваги кранові OSB-5t-XZC2;;;3 880,55;;8423 82 20 90;Виправлено: Ваги кранові промислові - код 8423 82 20 90 ваги електронні 30-5000 кг (код 8423 82 00 00 не існує)
ЦДУ-00233;Ваги товарні Barap VB-P 150 LED зі стійкістю 150 кг;;;583,64;;8423 81 29 00;Аналогія: (ЦДУ-00229)Ваги DB-60Н має код 8423 81 29 00 - ваги товарні електронні
ЦДУ-00234;Вагончик- прохідна;;;2 583,50;;9406 10 00 00;Класифікація: Вагончик прохідної збірний - код 9406 10 00 00 конструкції збірні з деревини
ЦДУ-00235;Вагончик- прохідна 2;;;46 003,09;;9406 10 00 00;Точний збіг: (ЦДУ-00234)Вагончик прохідна має код 9406 10 00 00 - ідентичний вагончик
ЦДУ-00236;Вальці ручні;;;5 416,78;;8455 21 00 00;Класифікація: Вальці ручні для металу - код 8455 21 00 00 верстати вальцювальні для металу
ЦДУ-00237;Вальці ручні ВВМ 1000 НОLZMANN;;;0,01;;8455 21 00 00;Аналогія: (ЦДУ-00236)Вальці ручні має код 8455 21 00 00 - вальці для металу
ЦДУ-00238;Ввідно розподільчий пристрій ВРП( без лічильника );;;109 999,89;;8537 10 90 00;Класифікація: Вводно-розподільний пристрій електричний - код 8537 10 90 00 пульти та шафи для розподілу
ЦДУ-00239;Вентилятор ВЦ 4-75 №2,5 с дв. 0,25/1500;;;544,27;;8414 59 95 00;Класифікація: Вентилятор відцентровий промисловий - код 8414 59 95 00 вентилятори для промислового використання
ЦДУ-00240;Вентилятор ВЦ14-46 №4 (двигун 4 квт*1500об);;;1 177,73;;8414 59 95 00;Аналогія: (ЦДУ-00239)Вентилятор ВЦ має код 8414 59 95 00 - вентилятори відцентрові
ЦДУ-00241;Вентилятор ВЦ-14-46-2,5 дв 0,55/1500;;;733,33;;8414 59 95 00;Аналогія: (ЦДУ-00239)Вентилятор ВЦ має код 8414 59 95 00 - вентилятори відцентрові
ЦДУ-00242;Вентилятор з електродвигуном FUA-3000/SP;;;2 314,36;;8414 59 95 00;Аналогія: (ЦДУ-00239)Вентилятор ВЦ має код 8414 59 95 00 - вентилятори промислові
ЦДУ-00243;Верстат вальцювальний RM1000/фільтра;;;17 975,16;;8455 21 00 00;Аналогія: (ЦДУ-00236)Вальці ручні має код 8455 21 00 00 - верстати вальцювальні
ЦДУ-00244;Верстат вертикально-фрезерний модель 6Р13,;;;0,01;;8459 61 00 00;Класифікація: Верстат фрезерний вертикальний - код 8459 61 00 00 верстати фрезерні вертикальні
ЦДУ-00245;Верстат для зачистки та обрізки проводів ZDBX-10;;;15 583,35;;8479 89 97 00;Класифікація: Верстат для обробки проводів - код 8479 89 97 00 машини для обробки дротів
ЦДУ-00246;Верстат для згинання дроту;;;0,01;;8463 30 00 00;Класифікація: Верстат для згинання дроту - код 8463 30 00 00 верстати для обробки дроту без зняття матеріалу
ЦДУ-00247;Верстат для різання металу Q11-3*1500;;;19 010,12;;8461 50 11 00;Класифікація: Верстат для різання листового металу - код 8461 50 11 00 верстати гільйотинні
ЦДУ-00248;Верстат для різання пінопласту;;;2 136,52;;8479 89 97 00;Класифікація: Верстат для різання пінопласту - код 8479 89 97 00 машини для обробки пластмас
ЦДУ-00249;Верстат токарно-гвинторізний, моделі 1К62 б/в (7064);;;0,01;;8458 19 00 00;Класифікація: Верстат токарний без ЧПУ - код 8458 19 00 00 верстати токарні горизонтальні
ЦДУ-00250;"Верстат універсально-шліфувальний, моделі ""Fortuna""";;;0,01;;8460 29 00 00;Класифікація: Верстат шліфувальний універсальний - код 8460 29 00 00 верстати шліфувальні круглі
ЦДУ-00251;Вертикальний свердлувальний верстат Z 5032 А;;;0,01;;8459 21 00 00;Класифікація: Верстат свердлувальний вертикальний - код 8459 21 00 00 верстати свердлувальні вертикальні
ЦДУ-00252;Видувна машина TVD-1L;;;141 166,86;;8477 10 00 00;Класифікація: Машина видувна для пластмас - код 8477 10 00 00 машини для лиття пластмас під тиском
ЦДУ-00253;"Видувна форма для акумулятора холоду ""Крижинка"" 175 * 92 * 30 mm №1";;;4 445,01;;8480 71 00 00;Класифікація: Видувна форма для пластмасових виробів - код 8480 71 00 00 форми для лиття пластмас
ЦДУ-00254;"Видувна форма для акумулятора холоду ""Крижинка"" 175 * 92 * 30 mm №2";;;4 445,01;;8480 71 00 00;Точний збіг: (ЦДУ-00253)Видувна форма Крижинка має код 8480 71 00 00 - ідентична видувна форма
ЦДУ-00255;Видувна форма для акумулятора холоду "Campingaz" M10 №1;;;4 125,01;;8480 71 00 00;Аналогія: (ЦДУ-00253)Видувна форма Крижинка має код 8480 71 00 00 - видувні форми для пластмас
ЦДУ-00256;Видувна форма для акумулятора холоду "Campingaz" M10 №2;;;4 125,01;;8480 71 00 00;Точний збіг: (ЦДУ-00255)Видувна форма Campingaz M10 має код 8480 71 00 00 - ідентична видувна форма
ЦДУ-00257;Видувна форма для акумулятора холоду "Campingaz" M20 №1;;;4 583,34;;8480 71 00 00;Аналогія: (ЦДУ-00253)Видувна форма Крижинка має код 8480 71 00 00 - видувні форми для пластмас
ЦДУ-00258;Видувна форма для акумулятора холоду "Campingaz" M20 №2;;;4 583,34;;8480 71 00 00;Точний збіг: (ЦДУ-00257)Видувна форма Campingaz M20 має код 8480 71 00 00 - ідентична видувна форма
ЦДУ-00259;Видувна форма для акумулятора холоду "Плоска" 250*140*16 mm №1;;;4 215,89;;8480 71 00 00;Аналогія: (ЦДУ-00253)Видувна форма Крижинка має код 8480 71 00 00 - видувні форми для пластмас
ЦДУ-00260;Видувна форма для акумулятора холоду "Плоска" 250*140*16 mm №2;;;4 215,85;;8480 71 00 00;Точний збіг: (ЦДУ-00259)Видувна форма Плоска має код 8480 71 00 00 - ідентична видувна форма
ЦДУ-00261;Винтовой станок (1);;;687,50;;8458 19 00 00;Класифікація: Верстат токарний гвинторізний - код 8458 19 00 00 верстати токарні без ЧПУ
ЦДУ-00262;Виробнича лінія для нанесення емалі;;;1 430 211,32;;8419 39 00 00;Класифікація: Лінія для емалювання промислова - код 8419 39 00 00 установки для термообробки
ЦДУ-00263;Виробнича лінія фарбування;;;3 794 592,91;;8424 20 00 00;Класифікація: Лінія фарбування промислова автоматична - код 8424 20 00 00 пістолети розпилювачі та апарати
ЦДУ-00264;Висічний штамп ( Набір для гриля );;;377,24;;8207 30 00 00;Класифікація: Штамп висічний для металу - код 8207 30 00 00 інструменти пресувальні для обробки металу
ЦДУ-00265;Високошвидкісний точний токарний станок Euro Omega;;;0,01;;8458 11 00 00;Класифікація: Верстат токарний високошвидкісний - код 8458 11 00 00 верстати токарні з ЧПУ горизонтальні
