Код;Основное средство;Код УКТ ЗЕД;Вид кода;Сумма;Описание УКТЗЕД;Рекомендуємий_УКТ_ЗЕД;Пояснення_ІІ
ЦДУ-01270;Форма для видування тари Кемпінг 750 мл №2;;;4 583,34;;8480 71 00 00;(ЦДУ-00253)Видувна форма для пластику має код 8480 71 00 00
ЦДУ-01271;Форма для виробництва корпусу моторної групи (ліва частина);;;5 711,45;;8480 71 00 00;Форма для лиття пластику - код 8480 71 00 00 (молд для пластмасової деталі)
ЦДУ-01272;Форма для виробництва корпусу моторної групи (права частина);;;5 711,45;;8480 71 00 00;(ЦДУ-01271)Форма для лиття має код 8480 71 00 00
ЦДУ-01273;Форма для виробництва крильчатки;;;3 598,69;;8480 71 00 00;Форма для крильчатки - код 8480 71 00 00 (молд для пластмасової деталі)
ЦДУ-01274;Форма для формування пінопласту 1050x860 mm;;;22 005,07;;8480 79 00 00;Форма для пінопласту - код 8480 79 00 00 (форми для матеріалів мінеральних)
ЦДУ-01275;Форма для формування пінопласту 960x880 mm;;;13 674,76;;8480 79 00 00;(ЦДУ-01274)Форма для пінопласту має код 8480 79 00 00
ЦДУ-01276;Фотоапарат цифр. Canon PawerShot A1100 IS ( зарядн. пристрій.-во +2 акум.+карта памяти 4Gb+чехол);;;884,72;;8525 80 30 00;Цифровий фотоапарат - код 8525 80 30 00 (камери цифрові)
ЦДУ-01277;"Фотополімерна форма ""Витяжки"" 34 шт.";;;2 070,29;;8442 30 00 00;Фотополімерна друкарська форма - код 8442 30 00 00 (друкарські форми)
ЦДУ-01278;Фотополімерна форма HBE 60 Slim , духовий шкаф;;;828,90;;8442 30 00 00;(ЦДУ-01277)Друкарська форма має код 8442 30 00 00
ЦДУ-01279;Фотополімерні друкарські форми ЕА 50К;;;1 047,15;;8442 30 00 00;(ЦДУ-01277)Друкарська форма має код 8442 30 00 00
ЦДУ-01280;Фотополімерні друкарські форми ЕА 50К;;;1 047,15;;8442 30 00 00;(ЦДУ-01277)Друкарська форма має код 8442 30 00 00
ЦДУ-01281;Фотополімерні друкарські форми ЕА 60К;;;1 162,20;;8442 30 00 00;(ЦДУ-01277)Друкарська форма має код 8442 30 00 00
ЦДУ-01282;Фотополімерні друкарські форми ЕА 60К;;;1 162,15;;8442 30 00 00;(ЦДУ-01277)Друкарська форма має код 8442 30 00 00
ЦДУ-01283;Фрезерувальна машина ZH 2200;;;0,01;;8467 29 70 00;Фрезерувальна машина ручна - код 8467 29 70 00 (електричний ручний інструмент)
ЦДУ-01284;Холодильник Atlant MXM-2835-95;;;1 054,17;;8418 10 00 00;Холодильник побутовий - код 8418 10 00 00 (холодильники комбіновані)
ЦДУ-01285;Холодильник BEKO RDSA 290M 20W;;;1 271,14;;8418 10 00 00;(ЦДУ-01284)Холодильник має код 8418 10 00 00
ЦДУ-01286;Холодильник ВЕКО CSK 29000;;;1 749,00;;8418 10 00 00;(ЦДУ-01284)Холодильник має код 8418 10 00 00
ЦДУ-01287;Цех стержнів (цех №2);;;255 823,45;;9406 90 00 00;Промислова будівля - код 9406 90 00 00 (конструкції збірні)
ЦБ-003399;Чайник TWK3A011;8516 71 00 00 ;Импортированный товар;495,25;Кавоварки та чайники електричні;8516 71 00 00;Код правильний - чайник електричний
ЦДУ-01288;Шафа 12U, 600x600x640мм;;;552,11;;9403 89 00 00;Шафа серверна - код 9403 89 00 00 (меблі металеві)
ЦДУ-01289;Шафа відкрита S4-00-19;;;236,81;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01290;Шафа відкрита S4-00-19;;;236,81;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01291;Шафа для зберігання рамок (шофкографія);;;0,01;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01292;Шафа для зберігання рамок (шофкографія)2;;;0,01;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01293;Шафа для зберігання рамок (шофкографія)3;;;0,01;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01294;Шафа для одягу одинарна ОШ1 30*500*1800, колір сірий(1);;;0,01;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01295;Шафа для одягу одинарна ОШ1 30*500*1800, колір сірий(2);;;0,01;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01296;Шафа для одягу одинарна ОШ1 30*500*1800, колір сірий(3);;;0,01;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01297;Шафа для одягу одинарна ОШ1 30*500*1800, колір сірий(4);;;0,01;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01298;Шафа настінна 1-секц. 4U 280*600*400мм;;;808,27;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01299;Шафа настінна 1-секц. 6U 370*600*500мм;;;1 071,36;;9403 89 00 00;(ЦДУ-01288)Шафа має код 9403 89 00 00
ЦДУ-01300;Шафова уст. ШП-2 з РД-50;;;4 354,17;;8537 10 00 00;Шафова установка з розподільчим пристроєм - код 8537 10 00 00 (електророзподільчі пристрої)
ЦДУ-01301;Швонарізчик Masalta MF14-4;;;2 248,45;;8464 90 00 00;Швонарізчик - код 8464 90 00 00 (верстати для обробки каменю)
ЦДУ-01302;Шинний міст (дляЛЕП);;;3 093,75;;8544 49 93 00;Шинний міст ЛЕП - код 8544 49 93 00 (провідники електричні)
ЦДУ-01303;Шинний міст (дляЛЕП)2;;;3 093,75;;8544 49 93 00;(ЦДУ-01302)Шинний міст має код 8544 49 93 00
ЦДУ-01304;Шкаф;;;2 745,51;;9403 30 00 00;Шафа дерев'яна - код 9403 30 00 00 (меблі дерев'яні офісні)
ЦБ-001723;Шліф. Машина Bosch GEX 125-1 (ексцентрикова);8467 29 59 00 ;Импортированный товар;1 490,83;Електричні ручні інструменти з вбудованим двигуном;8467 29 59 00;Код правильний - шліфмашина ексцентрикова
ЦБ-003313;Шліф. машина Bosh GEХ 125-1 (ексцентрикова);8467 29 59 00 ;Импортированный товар;1 629,17;Електричні ручні інструменти з вбудованим двигуном;8467 29 59 00;Код правильний - шліфмашина ексцентрикова
ЦДУ-01305;Шліф. машина Bosh GEХ 125-1 (ексцентрикова);;;402,14;;8467 29 59 00;(ЦБ-001723)Шліфмашина має код 8467 29 59 00
ЦДУ-01306;Шліф. машина Bosh GEХ 125-1 (ексцентрикова);;;402,10;;8467 29 59 00;(ЦБ-001723)Шліфмашина має код 8467 29 59 00
ЦДУ-01307;Шліф. машина Bosh GEХ 125-1 (ексцентрикова) / 1;;;402,10;;8467 29 59 00;(ЦБ-001723)Шліфмашина має код 8467 29 59 00
ЦДУ-01308;Шліф. машина Bosh GEХ 125-1 (ексцентрикова) / 2;;;402,10;;8467 29 59 00;(ЦБ-001723)Шліфмашина має код 8467 29 59 00
ЦДУ-01309;Шліф. машина Bosh GEХ 125-1 (ексцентрикова) зварка;;;385,63;;8467 29 59 00;(ЦБ-001723)Шліфмашина має код 8467 29 59 00
ЦБ-003317;Шліфмашина ексцентрикова Dnipro -M PE-50S;8467 29 59 00 ;Импортированный товар;875,00;Електричні ручні інструменти з вбудованим двигуном;8467 29 59 00;Код правильний - шліфмашина ексцентрикова
ЦБ-003312;Шліфмашина ексцентрикова Dnipro-M PE-50S;8467 29 59 00 ;Импортированный товар;875,00;Електричні ручні інструменти з вбудованим двигуном;8467 29 59 00;Код правильний - шліфмашина ексцентрикова
ЦДУ-01310;Шліфувальний стрічково-дисковий верстат BTS 700 ,230В,50Гц. 250 Вт Scheppach;;;545,42;;8460 29 00 00;Стрічково-шліфувальний верстат - код 8460 29 00 00 (верстати шліфувальні)
ЦДУ-01311;Штамп WH 10- Model1;;;9 906,58;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01312;Штамп WH 10- Model2;;;9 906,58;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01313;Штамп WH 10- Model3;;;12 383,22;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01314;Штамп WH 10- Model4;;;14 364,54;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01315;Штамп WH 10- Model5;;;12 383,22;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01316;Штамп WH 10- Model6;;;9 906,58;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01317;"Штамп вирубки, пробивки на деталь АКРО -500.100.01 ""Корпус""";;;0,01;;8207 30 00 00;Штамп вирубний для металу - код 8207 30 00 00
ЦДУ-01318;"Штамп вирубки, пробивки на деталь АКРО -500.100.02 ""Панель задня""";;;0,01;;8207 30 00 00;(ЦДУ-01317)Штамп вирубний має код 8207 30 00 00
ЦДУ-01319;"Штамп вирубки, пробивки на деталь АКРО -600.01.001 ""Купол верхній""";;;0,01;;8207 30 00 00;(ЦДУ-01317)Штамп вирубний має код 8207 30 00 00
ЦДУ-01320;"Штамп вирубки, пробивки на деталь АКРО -600.01.002 ""Панель задня""";;;0,01;;8207 30 00 00;(ЦДУ-01317)Штамп вирубний має код 8207 30 00 00
ЦДУ-01321;"Штамп вирубки, пробивки на деталь АКРО -600.01.005 ""Кутник фіксуючий""";;;0,01;;8207 30 00 00;(ЦДУ-01317)Штамп вирубний має код 8207 30 00 00
ЦДУ-01322;"Штамп вирубки, пробивки на деталь АКРО -600.04.001 ""Панель управління""";;;0,01;;8207 30 00 00;(ЦДУ-01317)Штамп вирубний має код 8207 30 00 00
ЦДУ-01323;Штамп вирубний для деталі боковина;;;0,01;;8207 30 00 00;(ЦДУ-01317)Штамп вирубний має код 8207 30 00 00
ЦДУ-01324;Штамп витяжний для варильної поверхні;;;20 122,47;;8207 30 00 00;Штамп витяжний - код 8207 30 00 00 (інструмент для металообробки)
ЦБ-003485;Штамп гибки UNO, WH;8487 90 57 00 ;Импортированный товар;14 588,79;Частини машин або механічних пристроїв;8207 30 00 00;Правильний код 8207 30 00 00 (штамп для металу) а НЕ 8487 90 57 00 (частини двигунів)
ЦДУ-01325;Штамп для бічної панелі похилих витяжок;;;8 762,80;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01326;Штамп для висічки (16052719) IcePack 400;;;405,90;;8207 30 00 00;Штамп для висічки - код 8207 30 00 00
ЦДУ-01327;Штамп для висічки (16060133) IcePack 750;;;437,57;;8207 30 00 00;(ЦДУ-01326)Штамп для висічки має код 8207 30 00 00
ЦДУ-01328;Штамп для висічки ЕА 50К;;;453,38;;8207 30 00 00;(ЦДУ-01326)Штамп для висічки має код 8207 30 00 00
ЦДУ-01329;Штамп для висічки ЕА 60К;;;477,54;;8207 30 00 00;(ЦДУ-01326)Штамп для висічки має код 8207 30 00 00
ЦДУ-01330;Штамп для висічки КА-50;;;917,81;;8207 30 00 00;(ЦДУ-01326)Штамп для висічки має код 8207 30 00 00
ЦДУ-01331;Штамп для висічки КА-60;;;1 026,44;;8207 30 00 00;(ЦДУ-01326)Штамп для висічки має код 8207 30 00 00
ЦДУ-01332;Штамп для нижнього коробу витяжки( Semi cutting die);;;8 600,70;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01333;Штамп для обрізки та згинання кутів;;;20 122,49;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01334;Штамп для панели освещения наклонных вытяжек;;;8 600,70;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01335;Штамп для патрубка Алюм.25 мм;;;789,41;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01336;Штамп для перемикача Ф29 мм мц;;;655,42;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01337;Штамп для пробивки отворів;;;20 122,49;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01338;"Штамп для пробивки отворів в деталі ""Боковина""";;;0,01;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01339;Штамп для розвальцьовування газового колектора (Mouth Blowing Mould);;;7 789,38;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01340;Штамп для ручки Ф4 мм;;;3 425,65;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01341;Штамп для сигнальних ламп Ф6 мм;;;655,42;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01342;Штамп для формування отвору під галогеновую лампу;;;0,01;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01343;Штамп для цифрового таймера Okida OT;;;3 127,37;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
ЦДУ-01344;Штамп згинально-формувальний для деталі боковина;;;0,01;;8207 30 00 00;(ЦДУ-00101)Штамп для металу має код 8207 30 00 00
