Код;Основное средство;Код УКТ ЗЕД;Вид кода;Сумма;Описание УКТЗЕД;Рекомендуємий_УКТ_ЗЕД;Пояснення_ІІ
ЦДУ-00287;Візок 18;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00288;Візок 19;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00289;Візок 2;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00290;Візок 2 Цех №1;;;151,71;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00291;Візок 20;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00292;Візок 21;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00293;Візок 22;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00294;Візок 23;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00295;Візок 24;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00296;Візок 25;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00297;Візок 26;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00298;Візок 27;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00299;Візок 28;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00300;Візок 29;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00301;Візок 3;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00302;Візок 3 Цех №1;;;151,71;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00303;Візок 30;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00304;Візок 31;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00305;Візок 32;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00306;Візок 33;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00307;Візок 34;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00308;Візок 35;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00309;Візок 36;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00310;Візок 37;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00311;Візок 38;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00312;Візок 39;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00313;Візок 4;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00314;Візок 4 Цех №1;;;151,66;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00315;Візок 40;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00316;Візок 41;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00317;Візок 42;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00318;Візок 43;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00319;Візок 5;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00320;Візок 5 Цех №1;;;151,71;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00321;Візок 6;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00322;Візок 6 Цех №1;;;151,66;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00323;Візок 7;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00324;Візок 8;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00325;Візок 9;;;0,01;;8716 80 00 00;Точний збіг: (ЦДУ-00277)Візок має код 8716 80 00 00 - ідентичний транспортний візок
ЦДУ-00326;Візок гідравлічний 2,5т/1150мм (рокла);;;1 068,93;;8427 10 90 00;Класифікація: Візок гідравлічний ручний рокла - код 8427 10 90 00 навантажувачі ручні
ЦДУ-00327;Візок гідравлічний 2,5т/1150мм (рокла);;;1 069,48;;8427 10 90 00;Точний збіг: (ЦДУ-00326)Візок гідравлічний рокла має код 8427 10 90 00 - ідентична рокла
ЦДУ-00328;Візок гідравлічний 2,5т/1150мм (рокла)2;;;1 069,43;;8427 10 90 00;Точний збіг: (ЦДУ-00326)Візок гідравлічний рокла має код 8427 10 90 00 - ідентична рокла
ЦДУ-00329;Візок гідравлічний 2,5т/1150мм (рокла)3;;;1 080,98;;8427 10 90 00;Точний збіг: (ЦДУ-00326)Візок гідравлічний рокла має код 8427 10 90 00 - ідентична рокла
ЦДУ-00330;Візок гідравлічний DFE 20.1150;;;0,01;;8427 10 90 00;Аналогія: (ЦДУ-00326)Візок гідравлічний рокла має код 8427 10 90 00 - гідравлічні візки
ЦДУ-00331;Візок гідравлічний VULKAN 2.0т/1150мм (рокла);;;0,01;;8427 10 90 00;Аналогія: (ЦДУ-00326)Візок гідравлічний рокла має код 8427 10 90 00 - гідравлічні візки
ЦДУ-00332;Візок гідравлічний КА -25П;;;1 269,59;;8427 10 90 00;Аналогія: (ЦДУ-00326)Візок гідравлічний рокла має код 8427 10 90 00 - гідравлічні візки
ЦДУ-00333;візок гідравлічний модель АС-П;;;1 512,50;;8427 10 90 00;Аналогія: (ЦДУ-00326)Візок гідравлічний рокла має код 8427 10 90 00 - гідравлічні візки
ЦДУ-00334;Візок ручний гідравлічний 1150х550х85мм, ролики здвоєні пол/пол. 80х70 рульове колесо D200мм;;;1 022,86;;8427 10 90 00;Аналогія: (ЦДУ-00326)Візок гідравлічний рокла має код 8427 10 90 00 - візки гідравлічні ручні
ЦБ-003274;"Візок універсальний TOPEX ""Млинарка"" вантажний, 120 кг";8716800000    ;Импортированный товар;603,75;Інші транспортні засоби;;Залишити: Код правильний - транспортні засоби без механічного двигуна
ЦДУ-00335;Вогнегасник ВП-3 (1);;;0,01;;8424 10 00 90;Виправлено: Вогнегасник порошковий переносний - код 8424 10 00 90 вогнегасники заряджені інші
ЦДУ-00336;Вогнегасник ВП-3 (2);;;0,01;;8424 10 00 90;Точний збіг: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - ідентичний вогнегасник
ЦДУ-00337;Вогнегасник ВП-3 (3);;;0,01;;8424 10 00 90;Точний збіг: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - ідентичний вогнегасник
ЦДУ-00338;Вогнегасник ВП-3 (4);;;0,01;;8424 10 00 90;Точний збіг: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - ідентичний вогнегасник
ЦДУ-00339;Вогнегасник ВП-3 (5);;;0,01;;8424 10 00 90;Точний збіг: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - ідентичний вогнегасник
ЦДУ-00340;Вогнегасник ВП-3 (6);;;0,01;;8424 10 00 90;Точний збіг: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - ідентичний вогнегасник
ЦДУ-00341;Вогнегасник ВП-5 (з);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00342;Вогнегасник ВП-50 (ОП-50) (1);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00343;Вогнегасник ВП-50 (ОП-50) (2);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00344;Вогнегасник ВП-50 (ОП-50) (3);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00345;Вогнегасник ВП-50 (ОП-50) (4);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00346;Вогнегасник ВП-50 (ОП-50) (5);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00347;Вогнегасник ВП-9 (3 (1);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00348;Вогнегасник ВП-9 (3 (2);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00349;Вогнегасник ВП-9 (3 (3);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00350;Вогнегасник ВП-9 (3 (4);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00351;Вогнегасник ВП-9 (3 (5);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00352;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00353;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00354;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00355;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00356;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00357;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00358;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00359;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00360;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00361;Вогнегасник ВП-9(3);;;583,33;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники ВП
ЦДУ-00362;Вогнегасник вуглекислотний ВВК-28 (ОУ-40);;;2 206,92;;8424 10 00 90;Класифікація: Вогнегасник вуглекислотний - код 8424 10 00 90 вогнегасники заряджені газом
ЦДУ-00363;Вогнегасник ОП-100 (ВП-100);;;0,01;;8424 10 00 90;Аналогія: (ЦДУ-00335)Вогнегасник ВП-3 має код 8424 10 00 90 - порошкові вогнегасники
ЦДУ-00364;Водопідготовка ОГ 635 №1;;;1 787,50;;8421 21 00 00;Класифікація: Установка водопідготовки - код 8421 21 00 00 для фільтрування води
