Код;Основное средство;Код УКТ ЗЕД;Вид кода;Сумма;Описание УКТЗЕД;Рекомендуємий_УКТ_ЗЕД;Пояснення_ІІ
ЦДУ-00916;Прес JC23- 63.60T №1;;;0,01;;8462 21 00 00;Прес механічний кривошипний зусиллям 63 тонн для обробки металу
ЦДУ-00917;Прес JC23- 63.60T №2;;;0,01;;8462 21 00 00;Прес механічний кривошипний зусиллям 63 тонн для обробки металу
ЦДУ-00918;Прес JC23- 63.60T №3;;;0,01;;8462 21 00 00;Прес механічний кривошипний зусиллям 63 тонн для обробки металу
ЦДУ-00919;Прес JE 25- 250.250T;;;0,01;;8462 21 00 00;Прес механічний кривошипний зусиллям 250 тонн для обробки металу
ЦДУ-00920;Прес гідравлічний TRUMPF TRUMATIC TC 500R 1994р.;;;254 000,00;;8462 29 00 00;(ЦДУ-00369)Гідравличний прес 100 Т має код - прес гідравлічний з ЧПУ для обробки металу
ЦДУ-00921;Прес для обжимки кабеля 0,75-2,5 мм.кв.;;;3 574,22;;8203 20 10 00;Прес ручний для опресування кабельних наконечників малого перерізу
ЦДУ-00922;Прес для обжимки кабеля 2,5-4,0 мм.кв.;;;3 574,22;;8203 20 10 00;Прес ручний для опресування кабельних наконечників середнього перерізу
ЦДУ-00923;Прес кривошипний;;;6,46;;8462 21 00 00;Прес механічний кривошипний загального призначення для обробки металу
ЦДУ-00924;Прес ручний для опресовування каб.наконечників 10-15;;;1 164,17;;8203 20 10 00;Прес ручний для опресування кабельних наконечників великого перерізу 10-15 мм
ЦДУ-00925;"Прес форма для кришечок ""Campingaz""";;;11 458,35;;8480 71 00 00;Прес-форма для лиття пластмасових кришечок продукції Campingaz - форма для лиття пластмас
ЦДУ-00926;Прес форма для лопатки;;;8 340,85;;8480 71 00 00;Прес-форма для лиття пластмасової лопатки - форма для лиття пластмас
ЦДУ-00927;Прес чотириколонний гідравлічний одинарної дії JS-Y27-315T-B;;;0,01;;8462 29 00 00;Прес гідравлічний чотириколонний зусиллям 315 тонн для обробки металу
ЦДУ-00928;"Прес-форма ""Буфер"" (49 гнізд)";;;0,01;;8480 71 00 00;Прес-форма для лиття пластмасових буферів (49 гнізд) - форма для лиття пластмас
ЦДУ-00929;"Прес-форма ""Вкладиш на ручку скла""";;;0,01;;8480 71 00 00;Прес-форма для лиття пластмасового вкладиша на ручку скла - форма для лиття пластмас
ЦДУ-00930;"Прес-форма ""Вкладиш під ручку для скла"" s-6 мм (16 гнізд)";;;1 486,97;;8480 71 00 00;Прес-форма для лиття пластмасового вкладиша під ручку товщиною 6 мм (16 гнізд) - форма для лиття пластмас
ЦДУ-00931;"Прес-форма ""Вкладиш під ручку для скла"" s-8 мм (16 гнізд)";;;1 486,97;;8480 71 00 00;Прес-форма для лиття пластмасового вкладиша під ручку товщиною 8 мм (16 гнізд) - форма для лиття пластмас
ЦДУ-00932;"Прес-форма ""Вкладиш під ручку під метал""";;;0,01;;8480 71 00 00;Прес-форма для лиття пластмасового вкладиша під ручку під метал - форма для лиття пластмас
ЦДУ-00933;"Пресформа ""Заглушка TL glas"" № 04.005.00.00.000";;;11 802,33;;8480 71 00 00;Прес-форма для лиття пластмасової заглушки TL glas - форма для лиття пластмас
ЦДУ-00934;"Прес-форма ""Заглушка TL glas"" № 04.005.00.00.000";;;0,01;;8480 71 00 00;Прес-форма для лиття пластмасової заглушки TL glas - форма для лиття пластмас
ЦДУ-00935;"Прес-форма ""Ніжка упору"" (49 гнізд)";;;0,01;;8480 71 00 00;Прес-форма для лиття пластмасових ніжок упору (49 гнізд) - форма для лиття пластмас
ЦДУ-00936;"Прес-форма ""Ущільнювач на конфорку 01"" (1 гніздо)";;;0,01;;8480 71 00 00;Прес-форма для лиття гумового ущільнювача на конфорку (1 гніздо) - форма для лиття
ЦДУ-00937;"Прес-форма ""Ущільнювач на конфорку 02"" (2 гнізда)";;;0,01;;8480 71 00 00;Прес-форма для лиття гумового ущільнювача на конфорку (2 гнізда) - форма для лиття
ЦДУ-00938;Пресформа ГТВ (прокладка гумова каністра);;;1 937,01;;8480 71 00 00;Прес-форма для лиття гумової прокладки каністри - форма для лиття
ЦДУ-00939;Пресформа для виготовлення крильчатки витяжки TL - права;;;25 419,84;;8480 71 00 00;ВИПРАВЛЕННЯ: Правильний код 8480 71 00 00 (форма для лиття пластмас) а НЕ 8487 90 57 00 (частини двигунів) - це ФОРМА для виробництва пластмасової крильчатки витяжки TL
ЦДУ-00940;Прес-форма для виготовлення механічного блоку керування;;;3 306,31;;8480 71 00 00;Прес-форма для лиття пластмасового механічного блоку керування - форма для лиття пластмас
ЦДУ-00941;Пресформа для виробництва деталей витяжки WH;;;1 335,51;;8480 71 00 00;Прес-форма для лиття пластмасових деталей витяжки WH - форма для лиття пластмас
ЦДУ-00942;Пресформа для виробництва корпусу моторної групи витяжки WH;;;69 392,03;;8480 71 00 00;Прес-форма для лиття пластмасового корпусу моторної групи витяжки WH - форма для лиття пластмас
ЦДУ-00943;Пресформа для виробництва підкладки під кнопки блоку управління похилих витяжок;;;8 551,84;;8480 71 00 00;Прес-форма для лиття пластмасової підкладки під кнопки блоку управління - форма для лиття пластмас
ЦДУ-00944;"Пресформа для ГТI ""Гумове кільце""";;;4 010,42;;8480 71 00 00;Прес-форма для лиття гумового кільця - форма для лиття
ЦДУ-00945;Прес-форма для гумового ущільнювача для LED світильників;;;1 174,48;;8480 71 00 00;Прес-форма для лиття гумового ущільнювача LED світильників - форма для лиття
ЦДУ-00946;Прес-форма для гумового ущільнювача для LED світильників 2;;;1 174,48;;8480 71 00 00;Прес-форма для лиття гумового ущільнювача LED світильників - форма для лиття
ЦДУ-00947;Пресформа для крильчатки витяжки WH;;;0,01;;8480 71 00 00;ВИПРАВЛЕННЯ: Правильний код 8480 71 00 00 (форма для лиття пластмас) а НЕ 8487 90 57 00 - це ФОРМА для виробництва крильчатки
ЦДУ-00948;Пресформа для лиття U-профілю;;;916,67;;8480 71 00 00;Прес-форма для лиття пластмасового U-профілю - форма для лиття пластмас
ЦДУ-00949;"Пресформа для РТІ ""заглушка""";;;3 437,50;;8480 71 00 00;Прес-форма для лиття гумової заглушки (РТІ - резино-технічний виріб) - форма для лиття
ЦДУ-00950;Пресформа Корпус вимикача TL (1000);;;2 283,37;;8480 71 00 00;Прес-форма для лиття пластмасового корпусу вимикача TL - форма для лиття пластмас
ЦДУ-00951;Пресформа Крильчатка TL ліва;;;25 743,61;;8480 71 00 00;ВИПРАВЛЕННЯ: Правильний код 8480 71 00 00 а НЕ 8487 90 57 00 - це ФОРМА для виробництва лівої крильчатки TL
ЦДУ-00952;Пресформа Крильчатка КН;;;6 850,54;;8480 71 00 00;ВИПРАВЛЕННЯ: Правильний код 8480 71 00 00 а НЕ 8487 90 57 00 - це ФОРМА для виробництва крильчатки КН
ЦДУ-00953;Прес-форма Кришка Кемпинг на дільниці ТПА;;;13 750,02;;8480 71 00 00;Прес-форма для лиття пластмасової кришки Кемпинг - форма для лиття пластмас
ЦДУ-00954;Прес-форма на відро 12л (12L bucket mould);;;0,01;;8480 71 00 00;Прес-форма для лиття пластмасового відра ємністю 12 літрів - форма для лиття пластмас
ЦДУ-00955;Прес-форма на відро 20л (20L bucket mould);;;0,01;;8480 71 00 00;Прес-форма для лиття пластмасового відра ємністю 20 літрів - форма для лиття пластмас
ЦДУ-00956;Прес-форма на кришки для точкових світильників;;;0,01;;8480 71 00 00;Прес-форма для лиття пластмасових кришок точкових світильників - форма для лиття пластмас
ЦДУ-00957;Пресформа Пластикова деталь для дверей духовки;;;1 712,86;;8480 71 00 00;Прес-форма для лиття пластмасової деталі дверей духовки - форма для лиття пластмас
ЦДУ-00958;Прес-форма тримач кнопок для TL_;;;14 510,94;;8480 71 00 00;Прес-форма для лиття пластмасового тримача кнопок TL - форма для лиття пластмас
ЦДУ-00959;Пресформа:магнітоутримувач;;;361,47;;8480 71 00 00;Прес-форма для лиття пластмасового магнітоутримувача - форма для лиття пластмас
ЦДУ-00960;Прилад для подачі дроту PF-3;;;4 595,78;;8515 90 00 00;Прилад для подачі дроту до зварювального обладнання - частина машин для електричного зварювання
ЦДУ-00961;Приладдя Вольтрметр D-5015-2-0;;;1 409,38;;9030 33 10 00;Вольтметр цифровий для вимірювання напруги - прилад вимірювальний без записуючого пристрою
ЦДУ-00962;Приладдя Вольтрметр D-5015-2-0;;;1 409,38;;9030 33 10 00;Вольтметр цифровий для вимірювання напруги - прилад вимірювальний без записуючого пристрою
ЦДУ-00963;Приладдя Вольтрметр В7-21А;;;1 145,83;;9030 33 10 00;Вольтметр В7-21А для вимірювання напруги - прилад вимірювальний без записуючого пристрою
ЦДУ-00964;Приладдя Вольтрметр В7-21А;;;1 145,83;;9030 33 10 00;Вольтметр В7-21А для вимірювання напруги - прилад вимірювальний без записуючого пристрою
ЦДУ-00965;Принтер 3D;;;1 950,36;;8477 59 00 00;Принтер 3D для адитивного виробництва виробів шляхом пошарового нанесення матеріалу
ЦДУ-00966;"Принтер Citizen CL-S700, термотрансферний, 200 dpi, 4"", індустріальний";;;4 833,22;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - термотрансферний принтер етикеток індустріальний
ЦДУ-00967;Принтер GODEX EZ 1100 hlus;;;1 852,84;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - принтер етикеток GODEX
ЦДУ-00968;Принтер GODEX EZ 1100 hlus;;;2 517,99;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - принтер етикеток GODEX
ЦДУ-00969;Принтер GODEX EZ 1100 hlus;;;1 963,04;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - принтер етикеток GODEX
ЦДУ-00970;Принтер GODEX EZ 1100 hlus;;;2 492,19;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - принтер етикеток GODEX
ЦДУ-00971;Принтер GODEX EZ 1100 hlus / 1;;;1 844,71;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - принтер етикеток GODEX
ЦДУ-00972;Принтер GODEX EZ 1100 hlus / 2;;;1 844,71;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - принтер етикеток GODEX
ЦДУ-00973;Принтер HP OfficeJet K7103 A3;;;1 379,59;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - струменевий принтер HP формату A3
ЦДУ-00974;Принтер LaserJet Р1006;;;839,62;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - лазерний принтер HP
ЦДУ-00975;Принтер LaserJet Р1006;;;839,62;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - лазерний принтер HP
ЦДУ-00976;Принтер LaserJet Р1006;;;839,62;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - лазерний принтер HP
ЦДУ-00977;Принтер LaserJet Р1006;;;839,58;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - лазерний принтер HP
ЦДУ-00978;Принтер Sauven 600;;;0,01;;8443 32 00 00;Принтер Sauven 600 - друкувальна машина
ЦДУ-00979;Принтер Zebra ZD410 USB, USB Host;;;940,50;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - термопринтер етикеток Zebra
ЦДУ-00980;Принтер Zebra ZD410 USB, USB Host;;;940,55;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - термопринтер етикеток Zebra
ЦДУ-00981;Принтер А4 Epson L312;;;805,52;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - струменевий принтер Epson формату A4
ЦДУ-00982;Принтер етикеток Zebra LP2824 б/в;;;513,20;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - термопринтер етикеток Zebra бувший у використанні
ЦДУ-00983;Принтер етикеток Zebra LP2824 б/в (2);;;505,40;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - термопринтер етикеток Zebra бувший у використанні
ЦДУ-00984;Принтер етикеток Zebra LP2824 б/в (3);;;505,36;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - термопринтер етикеток Zebra бувший у використанні
ЦДУ-00985;Принтер НР 2727;;;812,65;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - лазерний принтер HP 2727
ЦДУ-00986;Принтер термотрансферний GK4201;;;1 431,24;;8443 32 00 00;(ЦДУ-00974)Принтер LaserJet Р1006 має код - термотрансферний принтер етикеток
ЦДУ-00987;Пристосування і інструмент металооброб. верстатів;;;73 435,87;;8466 94 00 00;Частини та приладдя для металообробних верстатів - інструмент та пристосування
ЦДУ-00988;Пристрій безперебійного живлення APS Back RS 8001;;;1 000,86;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00989;Пристрій безперебійного живлення APS Back RS 8001;;;1 000,82;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00990;Пристрій безперебійного живлення APS Back RS 8001;;;1 000,82;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00991;Пристрій безперебійного живлення APS Back RS 8001;;;1 000,82;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00992;Пристрій безперебійного живлення APS Back RS 8001;;;1 000,86;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00993;Пристрій безперебійного живлення APS Back RS 8001;;;945,31;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00994;Пристрій безперебійного живлення APS Back RS 8001;;;945,31;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00995;Пристрій безперебійного живлення APS Back RS 8001;;;1 000,82;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00996;Пристрій безперебійного живлення APS Back RS 8001;;;945,31;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00997;Пристрій безперебійного живлення APS Back RS 8001;;;945,31;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00998;Пристрій безперебійного живлення APS Back RS 8001;;;945,31;;8504 40 30 00;(ЦБ-003469)Джерело безперебійного живлення Eaton має код 8504 40 30 00 - ДБЖ APS Back RS 800VA
ЦДУ-00999;Пристрій для гнуття деталей двері;;;0,01;;8462 39 00 00;Пристрій для гнуття металевих деталей дверей - листозгинальний верстат
ЦДУ-01000;Пристрій спостереження Teltonika FMB920;;;0,01;;8526 91 80 00;Пристрій GPS-трекінгу для моніторингу рухомих об'єктів з передачею даних по GSM
ЦДУ-01001;Пристрій спостереження за рухомими об'єктами ВІ-530R TREK;;;320,51;;8526 91 80 00;Пристрій GPS-трекінгу для моніторингу транспортних засобів з передачею даних
